Name,Description
BPM,Motion to raise your heart rate
Core,"Lateral core motion, targetting the core"
Gait,"Walking motion, targetting the hamstrings"
Hinge,"Hinging motion, targetting posterior chain (hamstrings, glutes and lower back)"
Lunge,"Lunging motion, targetting glutes, quadriceps, core and hamstrings"
Pull,"Pulling motion, targetting mid/upper back, biceps, forearms and rear shoulder"
Push,"Pushing motion, targetting chest, triceps and front shoulders"
Rotation,"Rotating motion, targetting the core"
Squat,"Squatting motion, targetting glutes, core, quadriceps and hamstrings"
		
		
		
		
		
		
		
		
		
		
		
		
		